
Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2022-07-23;0;965,5;14,4;27,1;21,3;17,4;67,6;37;6,6;1,4;
2022-07-24;0;966,4;14,3;26,6;20,9;16,8;68,9;39;7,1;1,7;
2022-07-25;0;967;14,6;24,4;20;15,5;72,3;50;7,7;1;
2022-07-26;0;966,9;14,3;26,9;20,5;15,3;70;41;7;1,7;
2022-07-27;2,2;966,8;15,8;21,8;19,1;16,6;81,3;62;11,3;1,5;
2022-07-28;,6;964,1;13,5;26,5;20,4;16,4;68,3;35;6;,9;
2022-07-29;0;961,5;12,2;29,9;21,2;13,5;61,6;28;9,9;1,1;
2022-07-30;0;960,8;12,2;30,8;22;14;57,8;26;7,8;1,4;
2022-07-31;0;965,6;15,6;23,6;20;17,9;76,5;62;9;1,9;
2022-08-01;0;965,5;15,8;27,1;21,4;17,8;72,4;44;6,3;1,8;
2022-08-02;0;964,4;15,3;28,3;22,6;19,1;66,2;35;7;1,7;
2022-08-03;0;964,2;14,8;27,6;21,8;19;66,2;36;6,2;1;
2022-08-04;0;963,8;12,6;27,2;21,1;17,1;61,5;33;7,6;1,4;
2022-08-05;0;962,2;12,7;30,2;21,9;16;60,3;29;5,6;,8;
2022-08-06;0;962,9;14,2;28,3;21,5;14,5;65,2;41;9,5;2;
2022-08-07;0;963,5;14,2;29,3;22,8;18,4;61,9;32;10,7;1,9;
2022-08-08;0;962,1;14,4;31,3;23,3;16,5;61,1;28;6,8;1,2;
2022-08-09;0;963,8;14,2;29,5;23,1;16,6;59,8;35;6,8;1,7;
2022-08-10;0;961,1;11,4;32,5;23,9;16,2;53,5;19;8,6;1,6;
2022-08-11;0;961,1;7,5;28,4;22,7;18;40,4;22;8,5;1,5;
2022-08-12;0;967,4;12,4;26,1;20,6;16,3;61,3;32;7,6;1,9;
2022-08-13;0;970,1;12,5;24,1;19,4;16,3;65,3;46;10,3;1,8;
2022-08-14;0;968,9;12,4;24,3;19,1;15,1;66,5;39;9,3;2;
2022-08-15;0;966,6;13;24,7;19,3;15,5;67,9;47;9,4;2;
2022-08-16;0;965,5;14,1;27,3;21,1;16,5;66,7;40;9,1;2,4;
2022-08-17;0;964,7;13,3;27,9;21,4;16,8;63,5;34;9,2;2,1;
2022-08-18;0;965,1;13,3;26,6;21,4;16,2;62,3;39;10;2,8;
2022-08-19;0;966,3;13,7;28,8;21,9;15,5;63,4;32;11;2,3;
2022-08-20;2,2;968,8;14,5;23,4;19,7;16,8;73,3;53;11,3;2,5;
2022-08-21;0;969,2;11,3;23;19,4;16,8;60,2;45;6,4;1,5;
2022-08-22;0;968,2;12;23,1;18,9;13,5;65;47;7,6;1,6;
2022-08-23;0;968,2;11,7;27;20,1;14,4;61,5;33;7;1,5;
2022-08-24;0;967,7;13,6;26,9;21,2;17,8;64;38;6,9;1,7;
2022-08-25;0;967,7;14,8;27,9;21,2;18,1;69,8;37;10,6;2,9;
2022-08-26;2,8;968,1;15,9;26,7;20,2;17,3;78;43;9,1;1,9;
2022-08-27;,4;966,3;14,4;27,2;21,3;17,4;68,7;37;8,6;1,9;
2022-08-28;0;964,9;12,4;29,3;22,7;18,4;56,9;24;6,7;1,9;
2022-08-29;0;964,8;14,1;29,1;22,8;17;60,5;33;9,7;2,5;
2022-08-30;0;969;11,4;22,5;18,4;16,4;64,7;51;10,3;2,6;
2022-08-31;0;969,6;9,5;21,7;17,2;11,7;62;44;7,1;1,6;
2022-09-01;0;968,2;12,4;23,7;17,7;14,6;72,2;46;9,9;1,9;
2022-09-02;,2;966,8;12,4;25,4;19,3;14;66,3;39;7;1,5;
2022-09-03;0;965,1;12,1;28,8;22,2;17,6;58;26;7,5;2;
2022-09-04;0;965,1;13;30;22,3;16,8;58,6;30;8,9;2;
2022-09-05;0;968,8;14;24,1;20,3;17,9;67,8;51;9,3;2,9;
2022-09-06;0;970,3;12,4;25,1;19,8;17,4;64;36;8,4;2,4;
2022-09-07;0;969,1;11,9;23,5;18,3;12,6;67;50;8;1,5;
2022-09-08;,8;966,1;13,9;26,5;20,2;15,9;69,6;40;9,1;1,8;
2022-09-09;0;965,1;12,9;28,6;22;17,9;60,1;31;8,5;2,3;
2022-09-10;0;964;11,6;30,8;22,4;14;55;26;6,8;1,4;
2022-09-11;0;962,7;12,8;30,9;22,9;14,7;55,7;31;10,4;2,4;
2022-09-12;0;964,1;15,9;25,3;21,6;19,4;70,7;56;9;2,9;
2022-09-13;0;962,2;13,9;30,2;22,8;18,7;60,5;30;7,6;2,3;
2022-09-14;0;960,5;10,6;35,3;25,5;16,5;46,2;13;7,5;1,4;
2022-09-15;0;962,3;14,3;30,8;24;18,9;58,4;21;10;2,7;
2022-09-16;0;962,6;16,1;31,1;24,4;20,3;63,8;33;11;3,6;
2022-09-17;0;964,1;15,5;24,5;20,6;20,4;72,6;64;11,6;4;
2022-09-18;0;964,8;9,8;25;19,7;16;54,3;35;7,3;2,3;
2022-09-19;0;963,8;13,4;24,5;20;17,3;66,3;50;9,4;2,5;
2022-09-20;0;961,2;15,2;28;21,7;18,1;68;46;7,9;2,1;
2022-09-21;0;959,3;17,1;25,8;22,5;19,3;71,6;58;5;1,1;
2022-09-22;0;958,5;17,5;31,3;25,6;21;63,7;41;6,7;1,2;
2022-09-23;0;957,5;16;36,5;27,7;20,9;52,2;25;9,3;1,4;
2022-09-24;0;963,2;16,1;27,2;21;19,7;73,6;55;8,8;2,9;
2022-09-25;0;965,7;13,7;23,5;20,3;18,3;66,1;59;7,5;2,5;
2022-09-26;0;965,3;16,8;25,1;20,9;17,5;78,1;60;7,5;2,2;
2022-09-27;,2;963,4;17,3;31,8;24,3;19,9;68,8;35;7,5;2,4;
2022-09-28;0;961,4;16,1;31,5;25,7;21,1;58,7;33;7;2,3;
2022-09-29;0;961,8;17,2;30,1;24,5;20,5;65,3;44;8,9;2,2;
2022-09-30;0;965,1;16,2;25,9;22,1;20,4;69,5;51;7,4;2,4;
2022-10-01;0;964,8;14,5;29,5;22,7;17,3;62,2;36;9,2;3;
2022-10-02;0;963,2;16,3;30,4;23,6;19,1;66,4;39;10,5;2,7;
2022-10-03;0;961,7;18,4;29,6;24,6;20,8;70,4;46;8,6;2,2;
2022-10-04;,6;960,2;18,2;29,7;24,8;21,3;67,9;48;7,9;1,4;
2022-10-05;,2;960,5;16,3;32,2;26,1;21,7;56,9;34;8,1;1,8;
2022-10-06;0;961,8;18,4;30,8;25;21;68,2;44;10,2;3,7;
2022-10-07;0;959,4;16,8;32,6;26;20,3;61,1;33;8,6;2,3;
2022-10-08;0;958,7;16,9;36;28,2;22,2;53;27;12,1;2,4;
2022-10-09;0;961,8;16,4;34,5;27;22;56,8;26;10;2,7;
2022-10-10;0;964,8;16,6;33,1;26,3;21,5;58,9;30;11,4;3,5;
2022-10-11;0;966,5;15,1;32,1;25,8;21,5;55,5;28;11,4;3,3;
2022-10-12;0;964,2;15,1;31,9;25,2;20,3;57,8;28;10,8;3,6;
2022-10-13;0;964,1;14,9;31,9;25;20,3;56,8;29;11,2;3,8;
2022-10-14;0;965;15,2;29,5;24,3;19,9;59;35;10,1;2,5;
2022-10-15;0;965,9;17,2;27,5;22,9;20,6;71,1;47;10,2;2,9;
2022-10-16;1,6;964,1;14,6;28,1;22,9;19,1;61,5;38;9;2,5;
2022-10-17;0;962,6;14,4;31,1;24;18,7;59,3;27;9,6;2,5;
2022-10-18;0;963,8;16,3;32,9;24,9;20,7;61,8;29;10,9;3,2;
2022-10-19;0;964,3;15,5;32,1;25;20,3;58,6;28;11,9;4;
2022-10-20;0;962,1;15,3;29,9;24,2;19,6;60,1;35;9,4;3,2;
2022-10-21;0;960,1;15,6;31,1;25;20,5;58,9;32;11;3,3;
2022-10-22;0;960,4;17;28,1;23,8;20,3;67;46;9,5;2,1;
2022-10-23;0;961,6;19,1;28;23,1;22;79,4;53;7,1;1,3;
2022-10-24;6,8;962,2;18,4;23,9;21,5;19,7;83,3;70;6,3;1,8;
2022-10-25;0;960,6;17,4;30,2;23,8;19,9;70,1;38;7;1,1;
2022-10-26;32,8;961,1;17,3;30,2;23,6;18,3;71;38;16,5;2,2;
2022-10-27;0;961,5;15,8;32;25,1;20,4;60,2;30;9,1;2,4;
2022-10-28;0;960,5;14,6;34,1;26,7;21,2;53,7;22;8,1;2,7;
2022-10-29;0;959,5;16;33,8;27,2;22,2;55,5;25;7,9;2,8;
2022-10-30;0;957,8;17,4;34;27,1;22;59;30;10;3,2;
2022-10-31;3,2;959;20,4;28,5;23,3;21,6;83,7;47;9,2;1,7;
2022-11-01;2,8;959;20,7;31,2;24,1;22,1;82,5;48;8,8;1,1;
2022-11-02;63;961,5;19,6;23,2;20,7;20,3;93,3;90;6;1,4;
2022-11-03;37,4;963,3;15,9;19,9;17,6;16,8;90;77;7,7;1,6;
2022-11-04;8,2;963;13,4;22,4;18,7;15,6;72,5;53;7,3;1,8;
2022-11-05;0;962,6;13,5;27,1;21,3;17;64;35;7;1;
2022-11-06;0;963,6;12,1;28,1;21,5;16;57,7;32;10,6;2,4;
2022-11-07;0;963,4;13,5;27,8;21,8;17;61,3;37;9;2,7;
2022-11-08;0;962,8;13,7;30;22,9;17,2;59,8;31;8,5;2,8;
2022-11-09;0;962,8;13;31;23,8;17,8;54,2;30;9,9;2,4;
2022-11-10;0;961,6;17,3;32,2;25,7;21,1;62,4;36;8,4;2,4;
2022-11-11;0;960;19,2;31,9;26,4;22,8;67;40;10,5;2,6;
2022-11-12;10,4;960,2;18,9;26,6;23,2;19,5;77,8;62;10,2;1,9;
2022-11-13;0;959,4;19,4;31,5;24,6;20;74,6;42;9,8;1,7;
2022-11-14;,6;959,7;19,5;31,3;25,7;22,2;70,8;43;7,8;2,1;
2022-11-15;33,2;961,5;20,4;28,1;24;20,4;80,7;59;6,7;2,3;
2022-11-16;39,6;961;20,1;23,5;21,6;19,4;91,1;85;9,7;,6;
2022-11-17;5,2;960,6;18,9;28,3;23,2;19,6;78,3;53;7,2;1,3;
2022-11-18;0;960,7;16;29,2;23,7;18,7;65;39;8,9;2;
2022-11-19;0;962,3;13,5;28,8;22,7;17,2;58,9;34;7,6;2,1;
2022-11-20;0;962;17,2;26,8;22,7;19,6;72;53;8,9;2;
2022-11-21;5,8;961;19,1;28,5;22,5;19,8;82,4;53;10;1,9;
2022-11-22;14;961,3;19,2;27,9;22,1;19,9;85,1;55;9,1;2,2;
2022-11-23;42;959,9;19,5;26,9;21,6;19,4;88,3;63;7,1;1,9;
2022-11-24;17,6;958,1;19,7;24,6;21,3;19,9;90,3;76;9,1;1,6;
2022-11-25;96,4;957,5;19,8;26,6;22,1;19,4;87,2;66;8,6;,9;
2022-11-26;6,8;958,2;20,3;28,4;22,7;21,4;87;59;9,7;,7;
2022-11-27;33,6;957,4;20,1;29,1;24,1;20;80,2;54;7,2;1,2;
2022-11-28;11,8;954,4;20,2;26;22,4;19,9;87,3;68;7,5;1,1;
2022-11-29;13,4;952,1;19,3;30,4;24,2;21;76,2;45;5,5;1,2;
2022-11-30;,4;953;20,1;30,5;24,4;21,8;78,7;45;9,9;1,4;
2022-12-01;18,2;956,7;20,2;30,6;23,9;21,6;80,6;50;12,4;1,8;
2022-12-02;2,6;959,9;20,3;25,8;22,1;20,8;89,8;79;9;2,5;
2022-12-03;37,4;961,4;19,4;27,4;22;20,1;85,8;60;11,7;2,9;
2022-12-04;12,6;960,4;19,1;26,5;22,2;20,2;83,2;61;11,6;2,6;
2022-12-05;,4;962,1;17,4;26,6;22,6;19,5;73,2;52;10;3,1;
2022-12-06;0;963,6;17,5;27,7;22,8;19,1;73,2;51;6,6;2,1;
2022-12-07;0;960,8;19,9;28,6;23,2;20,5;82,7;52;10,4;1,7;
2022-12-08;32,4;956,4;21,1;28,7;23,2;21,6;88,5;67;9,1;1,1;
2022-12-09;3,2;956,6;20,7;30,9;25,3;21,9;77,3;52;5,1;1,3;
2022-12-10;,8;958,9;20,8;30,7;24,6;22;79,9;57;8,1;1,5;
2022-12-11;,2;958,7;18,5;32,6;24,3;20,7;72,1;40;21,4;2;
2022-12-12;20,6;956,3;20,2;30,5;24,5;20,2;78,6;52;9,9;1,3;
2022-12-13;5,4;954;20,1;32,7;25,7;21,3;74,2;42;17,4;2;
2022-12-14;43,6;957;19,5;25,1;21,6;21,2;87,9;72;10,2;1,9;
2022-12-15;24,4;960,5;16,4;19,5;17,7;15,5;92,2;83;5,4;,9;
2022-12-16;15,2;957,1;18,7;24,9;20,7;17,5;89,2;73;4,8;1;
2022-12-17;2,2;955,6;20,8;27,4;22,7;19,8;89,3;65;8,6;,8;
2022-12-18;45;958,4;20,7;26,8;22,5;20,5;89,7;72;8,2;1,1;
2022-12-19;2,6;959,5;20,7;25;22,1;21,5;91,8;81;5,9;,9;
2022-12-20;39,2;958;20,6;29,3;23,5;20,2;84,6;62;7,3;1,5;
2022-12-21;3,8;956,2;20,7;27,6;23,2;21,3;86,2;60;15,1;1,4;
2022-12-22;44,4;957,1;19,7;26,1;22,2;20,4;85,9;68;6,5;1,5;
2022-12-23;2,2;960,3;18,9;21,9;20,6;19,5;90,2;79;6,2;,9;
2022-12-24;8,2;961,1;19,1;24,2;20,7;18,8;91,1;79;6,4;1;
2022-12-25;16,2;962,2;19;24,6;21,1;19,6;87,8;70;10,7;2,9;
2022-12-26;,6;961,6;19,3;27,5;23;20;81,2;60;8,7;2,9;
2022-12-27;4,4;961,8;18,8;28,2;23,8;20,4;74,9;51;8,2;2,2;
2022-12-28;0;961,4;18;30,4;24,9;20,6;68;40;8,6;1,9;
2022-12-29;0;961,4;18,7;32;26,3;22,5;65,6;38;6,4;1,8;
2022-12-30;0;961,5;18,4;30,7;25,7;22,1;66,3;38;7,1;2;
2022-12-31;0;962,6;18,6;30;24,8;20,8;69,9;45;9,1;2,7;
2023-01-01;,2;962,3;17,5;30,5;25;20,5;65,9;37;11,1;2,7;
2023-01-02;0;961,3;18,4;29,5;24,2;20,9;71,5;45;10;2,9;
2023-01-03;0;960;18,7;29,6;24,2;20,3;73,2;50;10,9;2,6;
2023-01-04;2,6;959,4;20;30,1;24,2;20,5;78,9;51;9,8;1,6;
2023-01-05;7;959,1;21,1;30,3;24,1;21,8;84,3;58;9,2;1,2;
2023-01-06;,6;960,1;20,7;28,6;23,4;21;85,1;61;10,3;,7;
2023-01-07;33,4;961,9;20,7;29,7;23,7;20,5;84,4;57;7,4;1,3;
2023-01-08;,8;961,7;20,7;30;25,2;22,2;77,5;57;8,2;2;
2023-01-09;32,8;961,4;20,4;30,4;24,9;20,8;77,8;49;8,5;1,4;
2023-01-10;,2;961,8;20,5;30,5;24,2;22,3;80,8;55;8,8;1,7;
2023-01-11;16,4;961,5;20,8;29,3;24,4;21;81,8;56;7;1,1;
2023-01-12;6,4;960,2;20,8;30,5;24,2;21,9;82,3;55;12,3;2;
2023-01-13;26;959,6;20,4;30,7;25,4;20,5;75,4;48;7,6;1,6;
2023-01-14;,2;960,7;19,9;30,8;26;22,2;70,3;46;9,1;2,5;
2023-01-15;0;962,1;18,8;30;25,3;21,2;68,8;46;8,3;2,6;
2023-01-16;0;961,7;18,1;29,7;24,1;19,9;70,9;47;9,7;2,3;
2023-01-17;0;962,2;19,7;29,4;23,3;20,9;80,9;52;9,8;1,8;
2023-01-18;3,4;962,6;19,9;30,2;24,2;21,1;78,3;51;7,3;2;
2023-01-19;9,2;962,1;19,8;29,6;24,1;20,4;78,4;53;8,4;2,1;
2023-01-20;4,2;961,2;19,9;29;22,8;20,3;84,4;55;16;1,5;
2023-01-21;32;958,9;19,4;30,2;22,1;19;85,6;53;6,9;1,1;
2023-01-22;5,8;957,5;20;31,6;23,7;20,5;80,8;47;12;1,4;
2023-01-23;6;958,2;20,9;30,4;25,5;21,5;77,7;52;6,2;,9;
2023-01-24;,2;957,2;21,6;32,9;26,1;22,6;78,2;46;6,8;1,2;
2023-01-25;1,2;957,4;21,1;28,8;24,5;22,7;81,6;58;4,7;1,2;
2023-01-26;,8;958,6;20,5;24,6;22,4;21,4;89;75;8,2;1,2;
2023-01-27;40,2;960,3;19,7;30,1;24,3;19,6;78;42;9,6;1,6;
2023-01-28;0;961,8;19,5;30,8;24,8;20,9;74,5;44;9,3;1,4;
2023-01-29;0;961;19,5;30,4;25,5;21,8;71,2;46;6,7;2,3;
2023-01-30;0;960,5;18,9;30,7;24,7;21,4;71,3;44;8,4;2,5;
2023-01-31;0;961,3;17,9;30,1;24,6;19,9;68,3;41;8,5;2,6;
2023-02-01;0;961,5;17,8;30,9;25,2;21;66,3;36;8,1;2,2;
2023-02-02;0;961,8;18,3;31;25,6;21,7;66,5;41;9,2;2,1;
2023-02-03;0;961,5;17,7;31,9;25,4;20;65,3;36;6,2;1,3;
2023-02-04;0;961,6;18,6;33,1;26,2;20,1;65,4;39;6,4;1,2;
2023-02-05;0;960,2;19,9;34,7;27,7;21,4;65,8;37;6,6;1;
2023-02-06;0;959;19,3;34,7;28,3;22,3;61,4;33;6,2;1,3;
2023-02-07;0;959,7;19,1;32,9;27,1;22,3;63,7;40;6,8;1,5;
2023-02-08;0;960,1;19,5;31,3;26,1;23,1;69,1;40;6,3;1,9;
2023-02-09;0;961,1;18,2;31,3;25,5;21,1;66,1;38;5,9;1,6;
2023-02-10;0;961,3;16,1;31,7;25,5;20;58,9;32;7,3;1,9;
2023-02-11;0;961,2;19,3;31,7;26,1;22,1;67,7;42;9,4;2,8;
2023-02-12;0;960,7;18,4;32,1;26,3;21,7;64,3;36;8,6;2,5;
2023-02-13;0;960,5;18,6;32,6;26,6;22,2;64;35;12;1,9;
2023-02-14;0;960;17,9;32,4;26;20,8;63,8;33;6,7;1,8;
2023-02-15;0;958,5;17,5;33,4;26,9;22;60,2;31;8,8;1,7;
2023-02-16;0;956,6;19,2;32,7;26,8;23,1;65,1;40;5,9;1,7;
2023-02-17;0;957,5;19,9;32,3;26,7;22,7;68,8;40;6,4;1,9;
2023-02-18;0;959,5;18,7;32;26,5;22,1;64,4;39;8,5;3,2;
2023-02-19;0;961,5;19,3;30,7;24,1;21,1;75,9;46;12,6;1,9;
2023-02-20;5,8;962,3;19,5;30,4;23,3;21,1;80,2;47;15,9;1,8;
2023-02-21;,4;962,7;19;29,6;23,8;19,5;76,8;50;7,8;1,6;
2023-02-22;0;963,5;18,9;30,2;25,1;21,5;70,5;44;6,2;1,7;
2023-02-23;0;963,4;17,6;31,3;25,4;20,8;65,2;31;7,1;2;
2023-02-24;0;962;17,6;31,1;25,4;20,8;64,4;39;7,3;2,4;
2023-02-25;0;961,5;18,3;32,2;26;21,7;65,5;36;7,5;2,6;
2023-02-26;0;962,8;17,5;33;26,5;21,3;60,8;32;9,9;2,6;
2023-02-27;0;963,5;18,2;32,2;26,4;22,1;62,9;37;7,8;2,5;
2023-02-28;0;964;18,9;33;26,2;21,8;66,8;37;10,4;2,5;
2023-03-01;0;963,4;18,7;31,8;26;21,8;66;41;8,7;2,2;
2023-03-02;0;961,7;18,6;32;26,3;22,4;64,5;39;8,4;2,3;
2023-03-03;0;961,7;17,4;32;26;21,2;62,3;33;11,2;3,1;
2023-03-04;0;962,1;17,4;31,4;25,9;21,2;62,3;34;9,7;2,6;
2023-03-05;0;960,3;16,7;32,9;25,8;20,5;61,3;28;10,4;1,8;
2023-03-06;0;959,3;18,7;32,8;26,4;21,7;65,2;36;8,8;2,1;
2023-03-07;0;960,7;19,9;32,6;26,3;23,3;69,6;41;10,8;3,1;
2023-03-08;8,4;961,9;20,1;30,4;24,7;21,5;77,3;50;8,4;2,1;
2023-03-09;1,6;962,4;19,4;30,2;24,9;21,3;73,6;47;7,7;2;
2023-03-10;5,2;962,4;19,1;29,4;24,4;20,8;74;47;8,7;2,2;
2023-03-11;,2;961,3;17,8;30,5;24,8;20,6;67,3;39;9;2,1;
2023-03-12;0;961,5;17,6;30,6;25,3;21,3;64,7;37;8,5;2,9;
2023-03-13;0;962,1;18;30,2;24,8;20,8;68;38;9,8;2,4;
2023-03-14;,6;962,1;18,3;30,7;24,7;20,8;70,5;37;9,6;1,9;
2023-03-15;0;961,3;18,1;31,2;24,9;20,1;68,3;38;8,5;1,9;
2023-03-16;0;960,5;18,1;30,8;25,4;20,5;66,4;41;7,4;1,9;
2023-03-17;0;960,9;18;29,5;24,4;19,5;68,8;47;9,1;1,9;
2023-03-18;0;961,3;17,7;31,4;25,5;20,3;64,9;36;6,6;1,7;
2023-03-19;0;961,7;18,7;31,5;25,9;22;66,5;39;9,2;2,2;
2023-03-20;0;961,8;18;32,2;25,6;21,3;65,9;35;7,9;1,9;
2023-03-21;0;962,1;18,4;32,1;25,9;21,6;66;37;6,4;2,2;
2023-03-22;0;963,3;18,4;32,7;26,2;22,2;64,9;32;11,6;2,1;
2023-03-23;0;963,8;17,4;31,7;25,8;21,6;63,6;31;7,6;2,3;
2023-03-24;0;963,1;16,1;31,4;25;19,3;61,2;32;9,4;1,6;
2023-03-25;0;961,9;17,1;32,6;26;20,8;61,3;28;8;1,8;
2023-03-26;0;962,4;19,2;32,2;25,9;21,7;68,5;40;8,8;1,9;
2023-03-27;0;961,1;18,8;32,7;26,7;22;65;35;7,6;2;
2023-03-28;0;961,9;17,3;31;25,6;20,8;62,5;34;6,6;2;
2023-03-29;0;962,8;16,1;31,6;25,5;20,9;59,3;31;8,8;2,3;
2023-03-30;0;963,2;14,8;31,5;25;18,6;57,6;28;8,4;1,7;
2023-03-31;0;961,5;16,3;33;25,2;18,1;61;33;6,2;1,1;
2023-04-01;0;958,8;17;35;26,9;20,1;59,3;26;7,6;1,1;
2023-04-02;0;959,9;19,2;30;23,5;22;77,7;49;13,2;1,1;
2023-04-03;22,6;962;18,2;27,1;22,6;19,6;77,2;58;6,6;1,5;
2023-04-04;0;961,3;18,1;27,9;23,6;20,3;72,7;53;6,4;1,3;
2023-04-05;0;960,3;17,8;30,3;24,5;20,2;68,3;42;8,7;1,3;
2023-04-06;0;960,5;19,5;29,5;24,1;21,4;76,1;52;7,9;1,6;
2023-04-07;0;960,7;18,7;30,3;25;21,3;70,7;42;7,1;1,6;
2023-04-08;0;960,1;19,5;31,8;25,9;22,4;69,5;41;5,5;1,5;
2023-04-09;0;960,9;20,5;30,7;24,6;22,5;78,7;54;11,8;1,1;
2023-04-10;16,4;963,1;19,5;26,9;23,6;21,2;78,4;61;5,7;1,3;
2023-04-11;,8;963,3;18,6;24,4;22,1;20,7;81;71;5,2;,8;
2023-04-12;1,8;962;19,8;26,7;22,8;20,6;84;63;6,2;1;
2023-04-13;,6;959,8;19,4;28,5;23,7;19,8;78,3;57;6,2;1,3;
2023-04-14;0;959;19,8;31,6;25,6;21,3;72,6;46;5,1;,8;
2023-04-15;0;959;20,3;33,7;26,8;21,8;70;40;13,3;1,3;
2023-04-16;7,2;960,2;20;27,5;23,6;20,7;81,5;59;10,8;1,1;
2023-04-17;0;958,3;18,1;27,2;23,6;20,4;71,8;54;6,1;1,6;
2023-04-18;0;954,6;18;33,8;25,1;18,2;69,2;31;5,9;,9;
2023-04-19;0;955,3;18,8;35,1;27,2;20,2;63,9;33;11,5;1,1;
2023-04-20;0;958,5;19,9;33,3;26,4;21,4;69,8;37;6,5;1,2;
2023-04-21;21,4;963,4;18,2;25;19,7;18,2;90,8;78;6,6;1,3;
2023-04-22;,4;964,2;17,1;25,7;20,9;18,8;79,8;57;6,4;1,2;
2023-04-23;6;964,2;17,7;24,4;21,1;19,1;81,8;56;9,1;1,3;
2023-04-24;3,4;965,2;17,6;26,2;21,7;19;78,8;56;5,9;,9;
2023-04-25;0;964,9;18,7;24,6;21,3;18,4;85,5;70;5,6;,8;
2023-04-26;1;963,3;18,7;28,1;23,3;20,4;77,9;47;5,6;,8;
2023-04-27;0;960,5;19,3;30,7;25,2;20,6;71,8;45;6,6;1,3;
2023-04-28;0;960,5;19,2;32;25,4;19,6;71,4;43;6,2;1,3;
2023-04-29;38,4;963,5;19;26,6;21,4;19,1;86,4;65;12;2,1;
2023-04-30;4,8;963,7;19,2;24,6;21,4;19,8;87,3;69;6,1;1,1;
2023-05-01;0;962,4;18,7;26,6;22,2;19,9;81,5;58;5,7;,7;
2023-05-02;0;961,2;18,3;27;22,3;19,1;79,2;54;4,8;1,1;
2023-05-03;0;961,7;18,2;28;22,9;19,6;76;50;3,9;,7;
2023-05-04;0;963,2;17,9;28,9;23,5;19,8;73,2;41;5,8;,8;
2023-05-05;0;964,6;18,1;28,8;23,3;19,7;74,5;48;7,9;,5;
2023-05-06;0;964,4;17,5;28,2;22,9;19,3;73,2;48;5,8;1;
2023-05-07;0;963,9;17,5;26,7;22,4;19,3;74,6;54;5,4;1,1;
2023-05-08;0;964,1;17,6;27,7;22,4;18,8;75,8;50;4,2;,9;
2023-05-09;0;963,3;18,3;28,4;23,3;19,6;75;50;4,9;,9;
2023-05-10;,8;962,1;19;26,6;22,6;19,6;80,7;60;4,8;1,3;
2023-05-11;0;959,9;18,6;27,8;22,5;18,6;80,5;55;5,3;,8;
2023-05-12;0;961;18,8;24,7;22,2;20,4;81,5;69;4,9;1,3;
2023-05-13;0;962,8;18,1;24,8;21,6;19,6;80,7;69;6,6;1,6;
2023-05-14;,2;965,2;18,3;24,7;21,4;19,4;82,9;66;7,1;1,7;
2023-05-15;,8;964,3;19;28,7;23,1;20,1;78,9;52;4,7;1;
2023-05-16;,2;962,4;19,1;27,2;22,1;19,1;83,8;56;5,1;,6;
2023-05-17;0;962,8;17;26,9;22,4;19,7;73,2;49;5,4;1,3;
2023-05-18;0;965;15,6;25,7;20,5;16,7;73,8;53;7,1;1,2;
2023-05-19;0;965,3;14,1;24,6;19,3;14,9;73,8;44;5,3;,8;
2023-05-20;0;965,3;13,6;24,7;19,4;14;70,8;46;5,5;,9;
2023-05-21;0;964,6;15,1;26;19,6;15;76,8;48;6,2;1,3;
2023-05-22;0;965,6;14,8;25,3;20,9;18,2;69,8;39;6,4;1,3;
2023-05-23;0;965,9;16,5;24,8;19,9;16,8;81,5;60;8,9;,8;
2023-05-24;1;965,7;17,9;23,5;19,6;17,8;90,2;75;7,2;,8;
2023-05-25;12,4;966,8;16,2;25;20,6;16,7;77;50;6,2;1,1;
2023-05-26;3;966,6;16,8;25,1;20,5;17,6;80,3;56;8;1,2;
2023-05-27;,8;966,1;15,5;24,9;19,8;15;78;50;4,5;,5;
2023-05-28;0;963,6;15,8;27,1;19,7;13,5;79,9;51;5,7;,8;
2023-05-29;,2;962,6;16,3;28,9;21,7;15,5;74,4;41;6,3;,8;
2023-05-30;0;966,5;16,2;26,2;21,5;19,1;72,8;49;8,2;2;
2023-05-31;0;966,5;16;25,5;20,7;17,3;76,1;51;5,7;1,2;
2023-06-01;0;964,7;17,3;25,1;20,7;18,4;81,5;61;4,1;,8;
2023-06-02;0;964,3;17;26,1;21,5;17,7;77;52;6,7;1,4;
2023-06-03;0;966,3;14,3;25,5;20;14,9;71,2;42;8,4;1,3;
2023-06-04;0;967,7;13,4;24,8;19,4;14,1;71,8;37;6,9;1,3;
2023-06-05;0;966,9;13,3;25,3;18,8;14,1;72,8;43;5,8;,8;
2023-06-06;0;966,3;13,5;25;18,6;14;74,9;44;6;,7;
